author,local_guide_info,rating,review,date,price,food,service,atmosphere,recommendations,text_backup
Yaiza Pacheco Da Cruz,1 reseña,1 estrella,"Fatal. Pone en la página web que está abierto hasta las once, nos acercamos un amigo y yo a las seis menos diez para beber una cerveza, vemos gente en las mesas el bar no está cerrado. Nos acercamos a la puerta y el camarero d malas formas nos grita desde dentro que está cerrado, solo x no atender. He sido camarera muchos años y entiendo q puedas estar amargado pero hay formas y formas y caraduras y caraduras como los q trabajan aquí jajaja, si queréis tapas gratis y cerveza hay muchísimos sitios mejores y con camareros más amigables.",hace 4 días,,1,1,1,,"Yaiza Pacheco Da Cruz
1 reseña






hace 4 días
NUEVA
Fatal. Pone en la página web que está abierto hasta las once, nos acercamos un amigo y yo a las seis menos diez para beber una cerveza, vemos gente en las mesas el bar no está cerrado. Nos acercamos a la puerta y el camarero d malas formas nos grita desde dentro que está cerrado, solo x no atender. He sido camarera muchos años y entiendo q puedas estar amargado pero hay formas y formas y caraduras y caraduras como los q trabajan aquí jajaja, si queréis tapas gratis y cerveza hay muchísimos sitios mejores y con camareros más amigables.
Comida: 1
Servicio: 1
Ambiente: 1

Me gusta

Compartir"
Juan F,Local Guide · 14 reseñas,2 estrellas,"No tiene malos precios para la cantidad de tapas que pone. Sin embargo, se necesita mucho más interés en cuidar la limpieza de los utensilios. Tanto los vasos como los cubiertos y platos que nos dieron estaban manchados",Hace 2 meses,1-10 €,4,2,3,,"Juan F
Local Guide · 14 reseñas






Hace 2 meses
No tiene malos precios para la cantidad de tapas que pone. Sin embargo, se necesita mucho más interés en cuidar la limpieza de los utensilios. Tanto los vasos como los cubiertos y platos que nos dieron estaban manchados
Precio por persona
1-10 €
Comida: 4
Servicio: 2
Ambiente: 3

Me gusta

Compartir"
Isabel Vera,Local Guide · 14 reseñas · 19 fotos,4 estrellas,"El sitio está genial! Buen trato, camareros atentos y muy muy buenas tapas! Como pega , el tiempo que se tarda en pedir.",Hace 6 meses,1-10 €,,,,,"Isabel Vera
Local Guide · 14 reseñas · 19 fotos






Hace 6 meses
El sitio está genial! Buen trato, camareros atentos y muy muy buenas tapas! Como pega , el tiempo que se tarda en pedir.
Precio por persona
1-10 €

2

Compartir"
Montse,Local Guide · 40 reseñas · 135 fotos,5 estrellas,"Bar de toda la vida, te pides una consumición y te ponen dos tipos de tapas. Refrescos: 3.10€. Camareros muy simpáticos. José en la barra un crack. Repetiremos seguro!!. Si estias por la zona no dudéis.",Hace un año,1-10 €,4,5,4,Tapas Y Dobles de Cerveza,"Montse
Local Guide · 40 reseñas · 135 fotos






Hace un año
Bar de toda la vida, te pides una consumición y te ponen dos tipos de tapas. Refrescos: 3.10€. Camareros muy simpáticos. José en la barra un crack. Repetiremos seguro!!. Si estias por la zona no dudéis.
Precio por persona
1-10 €
Comida: 4
Servicio: 5
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza

7

Compartir"
Irene CG,Local Guide · 282 reseñas · 252 fotos,5 estrellas,"Buen sitio con tapas abundantes y muy buenas.
Es recomendable ir pronto porque es pequeño y en seguida se llena.",Hace 7 meses,1-10 €,5,5,5,Tapas Y Dobles de Cerveza,"Irene CG
Local Guide · 282 reseñas · 252 fotos






Hace 7 meses
Buen sitio con tapas abundantes y muy buenas.
Es recomendable ir pronto porque es pequeño y en seguida se llena.
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Tapas Y Dobles de Cerveza

1

Compartir"
VICTORIA LOBO ANTUÑA,Local Guide · 257 reseñas · 751 fotos,4 estrellas,Con cada bebida te dan una tapa. Las cantidades son abundantes y sales de allí comido!,Hace 3 meses,1-10 €,5,4,4,"Patatas Bravas O Alioli, Croquetas de Jamon Y Queso, Patatas Mixtas Sandwiches Mixtos Croquetas Y Dos Dobles de Cerveza y Tapa de Paella","VICTORIA LOBO ANTUÑA
Local Guide · 257 reseñas · 751 fotos






Hace 3 meses
Con cada bebida te dan una tapa. Las cantidades son abundantes y sales de allí comido!
Precio por persona
1-10 €
Comida: 5
Servicio: 4
Ambiente: 4
Platos recomendados
Patatas Bravas O Alioli, Croquetas de Jamon Y Queso, Patatas Mixtas Sandwiches Mixtos Croquetas Y Dos Dobles de Cerveza y Tapa de Paella

Me gusta

Compartir"
Marcos C,Local Guide · 68 reseñas · 593 fotos,5 estrellas,"Si coges sitio, no lo sueltes nunca, porque con cada consumición te ponen una gran tapa, que en otros sitios se cobrarian como ración.
Un gran sitio para tomar unas cervezas, y salir con la tripa llena.
Los camareros son muy simpáticos.
Muy recomendable.",Hace 3 meses,1-10 €,4,5,4,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"Marcos C
Local Guide · 68 reseñas · 593 fotos






Hace 3 meses
Si coges sitio, no lo sueltes nunca, porque con cada consumición te ponen una gran tapa, que en otros sitios se cobrarian como ración.
Un gran sitio para tomar unas cervezas, y salir con la tripa llena.
Los camareros son muy simpáticos.
Muy recomendable.
Precio por persona
1-10 €
Comida: 4
Servicio: 5
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli

2

Compartir"
tamiss make,Local Guide · 124 reseñas · 60 fotos,4 estrellas,"La verdad que el bar está muy bien, abren a las 14:00 y ya hay cola, es autoservicio por lo que si vas con más personas mejor que unos pillen mesa mientras esperan para pedir, el bar es muy pequeño y pocas mesas para la gente que hay pero si es verdad que con una ronda que pedimos nos quedamos bien, la pega que le pongo es esa el espacio que es pequeño y hay mucha gente, los aperitivos no esperéis nada del otro mundo, están bien están ricos pero son algo normal. Por 11 con algo fue dos refrescos una jarra y de aperitivo unas braviolis, 3 croquetas que estaban muy buenas y 3 mitades de sándwich mixto",Hace 7 meses,1-10 €,4,4,4,"Tapas Y Dobles de Cerveza, Patatas Bravas O Alioli y Croquetas de Jamon Y Queso","tamiss make
Local Guide · 124 reseñas · 60 fotos






Hace 7 meses
La verdad que el bar está muy bien, abren a las 14:00 y ya hay cola, es autoservicio por lo que si vas con más personas mejor que unos pillen mesa mientras esperan para pedir, el bar es muy pequeño y pocas mesas para la gente que hay pero si es verdad que con una ronda que pedimos nos quedamos bien, la pega que le pongo es esa el espacio que es pequeño y hay mucha gente, los aperitivos no esperéis nada del otro mundo, están bien están ricos pero son algo normal. Por 11 con algo fue dos refrescos una jarra y de aperitivo unas braviolis, 3 croquetas que estaban muy buenas y 3 mitades de sándwich mixto
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza, Patatas Bravas O Alioli y Croquetas de Jamon Y Queso
Plaza de aparcamiento
Es difícil aparcar
Opciones de aparcamiento
Aparcamiento de pago

1

Compartir"
Madrid 360 grados,Local Guide · 28 reseñas · 82 fotos,4 estrellas,"Un lugar que por dos cervezas has comido, merece la pena visitarlo",Hace 3 meses,1-10 €,3,4,4,,"Madrid 360 grados
Local Guide · 28 reseñas · 82 fotos






Hace 3 meses
Un lugar que por dos cervezas has comido, merece la pena visitarlo
Precio por persona
1-10 €
Comida: 3
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Vanesa P Sosa,Local Guide · 91 reseñas · 105 fotos,3 estrellas,"Como todos los bares que he conocido hasta ahora y que descubrí en Instagram, 1 hora esperando sitio y no es lo promocionado. Pero aquí lo peor es que no hay carta, no puedes ordenar otra cosa si quieres más o no te gusta la tapa. De hecho si quieres repetir hay que volver a hacer una cola de 10 personas en día jueves (no quiero imaginar viernes o sábado).",Hace 3 meses,1-10 €,3,3,3,,"Vanesa P Sosa
Local Guide · 91 reseñas · 105 fotos






Hace 3 meses
Como todos los bares que he conocido hasta ahora y que descubrí en Instagram, 1 hora esperando sitio y no es lo promocionado. Pero aquí lo peor es que no hay carta, no puedes ordenar otra cosa si quieres más o no te gusta la tapa. De hecho si quieres repetir hay que volver a hacer una cola de 10 personas en día jueves (no quiero imaginar viernes o sábado).
Precio por persona
1-10 €
Comida: 3
Servicio: 3
Ambiente: 3

Me gusta

Compartir"
Tiziano Antico,Local Guide · 66 reseñas · 110 fotos,2 estrellas,"Tapas muy generosas y bebidas baratas. El personal es muy borde. Estábamos sentados en la terraza y, cuando acabamos de beber (tomamos 4 bebidas), el camarero se acercó y nos preguntó si íbamos a pedir más. Respondimos que quizá un poco más tarde. El camarero, molesto, nos echó porque dijo que si no íbamos a pedir más, no podíamos seguir sentados ahí. Muy muy borde el trato con los clientes. Camarero agresivo.",Hace 2 meses,1-10 €,4,2,4,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"Tiziano Antico
Local Guide · 66 reseñas · 110 fotos






Hace 2 meses
Tapas muy generosas y bebidas baratas. El personal es muy borde. Estábamos sentados en la terraza y, cuando acabamos de beber (tomamos 4 bebidas), el camarero se acercó y nos preguntó si íbamos a pedir más. Respondimos que quizá un poco más tarde. El camarero, molesto, nos echó porque dijo que si no íbamos a pedir más, no podíamos seguir sentados ahí. Muy muy borde el trato con los clientes. Camarero agresivo.
Precio por persona
1-10 €
Comida: 4
Servicio: 2
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli

Me gusta

Compartir"
--,Local Guide · 189 reseñas · 4 fotos,5 estrellas,"A pesar de estar petado, el trato de los camareros de 10, por una consumición de 3,30€ te ponen tapa abundante.",Hace 10 meses,,5,5,5,,"--
Local Guide · 189 reseñas · 4 fotos






Hace 10 meses
A pesar de estar petado, el trato de los camareros de 10, por una consumición de 3,30€ te ponen tapa abundante.
Comida: 5
Servicio: 5
Ambiente: 5

3

Compartir"
Desiré,Local Guide · 100 reseñas · 276 fotos,5 estrellas,"Pedimos 2 refrescos por 6€ y nos pusieron una buena ración de paella y varias tapas de queso, tortilla y coqueta.

Sitio pequeño pero si pillas sitio está guay",Hace 11 meses,1-10 €,4,4,4,Apertivo,"Desiré
Local Guide · 100 reseñas · 276 fotos






Hace 11 meses
Pedimos 2 refrescos por 6€ y nos pusieron una buena ración de paella y varias tapas de queso, tortilla y coqueta.

Sitio pequeño pero si pillas sitio está guay
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 4
Platos recomendados
Apertivo

4

Compartir"
DOLORES ABELLAN GUILLEN,1 reseña,1 estrella,"Un maleducado camarero, dueño o lo que sea nos ha tratado de una manera inusual y aunque era la hora de abrir al preguntarle nos ha dicho poco más o menos que abre cuando quiere.
Somos personas mayores de 60 y nunca nos han tratado de esta manera.
Sus tapas serán abundantes pero si formas son despreciables.",Hace 2 meses,,,,,,"DOLORES ABELLAN GUILLEN
1 reseña






Hace 2 meses
Un maleducado camarero, dueño o lo que sea nos ha tratado de una manera inusual y aunque era la hora de abrir al preguntarle nos ha dicho poco más o menos que abre cuando quiere.
Somos personas mayores de 60 y nunca nos han tratado de esta manera.
Sus tapas serán abundantes pero si formas son despreciables.

Me gusta

Compartir"
Nieves Jorge,38 reseñas · 31 fotos,5 estrellas,"Había leído de este sitio por Internet y la verdad que estaba lleno y no me extraña.. la tapa que te ponen con la consumición es impresionante. Te suelen preguntan que te han puesto anteriormente, o si es la primera ronda..
Es autoservicio, vas a la barra pides y pagas al momento (3€/caña, 3,5€/doble)
Solo salen a la terraza para limpiar las mesas, son muy atentos.",Hace un año,,,,,,"Nieves Jorge
38 reseñas · 31 fotos






Hace un año
Había leído de este sitio por Internet y la verdad que estaba lleno y no me extraña.. la tapa que te ponen con la consumición es impresionante. Te suelen preguntan que te han puesto anteriormente, o si es la primera ronda..
Es autoservicio, vas a la barra pides y pagas al momento (3€/caña, 3,5€/doble)
Solo salen a la terraza para limpiar las mesas, son muy atentos.

6

Compartir"
Luis Cuadros,Local Guide · 52 reseñas · 170 fotos,4 estrellas,"Una cafetería para picotear por poco dinero en pleno barrio de chamberi.
Por cada consumición unos aperitivos contundentes que cuando te los ponen hace que te salga una sonrisa de oreja a oreja, y al volver a pedir la siguiente el camarero, Jose, muy amablemente te pregunta que es lo que has comido antes para no repetir.
La verdad un lugar para repetir, seguro que os gustará y repetiréis.
El funcionamiento es como autoservicio, vas a la barra, pides tu consumición, te ponen tus “PEAZO DE TAPAS” pagas y tú mismo te las llevas a la mesa. Por lo demás todo de 10.",Hace 2 años,,,,,,"Luis Cuadros
Local Guide · 52 reseñas · 170 fotos






Hace 2 años
Una cafetería para picotear por poco dinero en pleno barrio de chamberi.
Por cada consumición unos aperitivos contundentes que cuando te los ponen hace que te salga una sonrisa de oreja a oreja, y al volver a pedir la siguiente el camarero, Jose, muy amablemente te pregunta que es lo que has comido antes para no repetir.
La verdad un lugar para repetir, seguro que os gustará y repetiréis.
El funcionamiento es como autoservicio, vas a la barra, pides tu consumición, te ponen tus “PEAZO DE TAPAS” pagas y tú mismo te las llevas a la mesa. Por lo demás todo de 10.

3

Compartir"
Alvaro Senes Cuellar,3 reseñas,1 estrella,La comida no está mal en general. Lo peor el trato hacia el cliente. Si sois más de 6 personas te echan de ahí de muy malos modos. El camarero de la barra es muy borde y mal educado  con un trato nefasto. Encima estamos tranquilamente fuera y nos echa el que recoge las mesas de muy mala manera.,Hace 3 semanas,,4,,,,"Alvaro Senes Cuellar
3 reseñas






Hace 3 semanas
NUEVA
La comida no está mal en general. Lo peor el trato hacia el cliente. Si sois más de 6 personas te echan de ahí de muy malos modos. El camarero de la barra es muy borde y mal educado  con un trato nefasto. Encima estamos tranquilamente fuera y nos echa el que recoge las mesas de muy mala manera.
Comida: 4

Me gusta

Compartir"
guillermo nieto vazquez,38 reseñas · 109 fotos,4 estrellas,"Gran bar de barrio para tapear !!
Con cada consumición te ponen unos pinchos gratis!
La caña está a 3€ y cerveza en copita a 3'5€
Buenos platos , eso sí mucho frito y es auto servicio",Hace 2 años,1-10 €,,,,,"guillermo nieto vazquez
38 reseñas · 109 fotos






Hace 2 años
Gran bar de barrio para tapear !!
Con cada consumición te ponen unos pinchos gratis!
La caña está a 3€ y cerveza en copita a 3'5€
Buenos platos , eso sí mucho frito y es auto servicio
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
1-10 €

2

Compartir"
Daniel Campaña,6 reseñas,5 estrellas,Gran variedad de tapas y con grandes cantidades. Un sitio perfecto para ir con amigos ✅🍻,Hace 2 semanas,,5,5,5,,"Daniel Campaña
6 reseñas






Hace 2 semanas
NUEVA
Gran variedad de tapas y con grandes cantidades. Un sitio perfecto para ir con amigos ✅🍻
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
